session_id,target
1,8.404992551928829e-05
2,2.6787593484763736e-09
3,4.14987523244217e-11
4,4.281722152751039e-11
5,0.00024753666400449524
6,1.012767833263533e-05
7,0.0006604597694198007
8,9.119741132307624e-05
9,1.8867257866233253e-05
10,0.0024830132232155494
11,0.00036408221105435395
12,1.6828525947650054e-06
13,3.618961468831386e-06
14,0.008853012032975411
15,4.1760806497982106e-05
16,0.00019622535559459596
17,0.02475142322194478
18,3.238152929631183e-07
19,0.0006149452761558508
20,2.654488918555763e-09
21,0.08068562508232843
22,3.7284309452148105e-12
23,1.3764594363878094e-05
24,5.714979415565057e-06
25,0.1450663845907259
26,1.0759683056912475e-10
27,3.930128163136652e-05
28,3.4291267576092327e-10
29,0.032552686129960096
30,0.0006495528011003968
31,0.034135724882251355
32,0.088077424770678
33,1.8453293847289445e-05
34,1.4628285606917509e-09
35,0.042763640460499484
36,0.0005903118212990004
37,9.982688450958795e-13
38,2.9585416276888715e-09
39,0.0006495528011003968
40,3.3271899670355027e-07
41,0.0005740213252286721
42,2.3455412872199708e-05
43,4.1444896817237536e-07
44,4.967705191457289e-06
45,0.0005995783006846344
46,3.5871713537445295e-07
47,1.4380016209769724e-05
48,1.3629662265873231e-06
49,8.744128296123428e-06
50,7.72145384056361e-07
51,2.5599407986804968e-11
52,1.7605406041856586e-06
53,0.009311100449922751
54,0.0004931419691201032
55,7.063161270163675e-05
56,2.0504154128091263e-05
57,2.78977491496195e-09
58,1.1217992522263396e-07
59,9.930675739042387e-08
60,3.9492088741557356e-08
61,1.453920021390686e-06
62,2.243937950048095e-05
63,4.024433787292649e-08
64,0.0006792433129085713
65,6.919493410080775e-08
66,2.1464675265362756e-08
67,2.062947829324774e-06
68,0.00035130746853416056
69,0.1300534276916846
70,1.5965078861420022e-06
71,0.001225270297419188
72,6.45968818243444e-06
73,0.0008407771487182739
74,1.7424853709086332e-07
75,3.480705983805311e-05
76,0.00019686598319585305
77,0.0006594162308931553
78,0.002263070483086461
79,4.0834012019192986e-07
80,2.4204331590135735e-06
81,7.232360651033958e-07
82,2.0147051134554682e-07
83,3.425000697183804e-12
84,0.5510901608640163
85,6.373656697121976e-06
86,2.3407809633598686e-08
87,0.0018911725942584172
88,0.00015785582649843424
89,0.0006335351864882906
90,0.09843238668125566
91,1.5015835524805146e-06
92,9.38462710235292e-08
93,0.009552078402003077
94,3.79993471866499e-05
95,0.0009211514904148128
96,2.3079437245966996e-09
97,0.00013687886581137198
98,4.327852907580382e-07
99,1.3116172863076448e-07
100,0.0004687523754046287
101,1.4239428845645075e-05
102,0.001633705835795952
103,6.880153803076703e-05
104,3.8409292000630975e-05
105,0.0009141787870101051
106,7.94948375198273e-06
107,4.11632951081662e-06
108,1.1102749045998877e-05
109,4.323981259809331e-08
110,7.30566426206687e-07
111,0.0002946015568401649
112,2.0323510872406092e-10
113,0.000446390070085853
114,1.5802194187122674e-08
115,2.3702063633346666e-06
116,2.3907806037923025e-05
117,4.2620324802974625e-05
118,0.0027369278605976926
119,0.000239274138664295
120,0.000628338820396633
121,3.209450779129928e-07
122,9.99210050635908e-06
123,7.2720372270904805e-06
124,2.4792677495099885e-07
125,0.0024979404683744015
126,1.892113722933366e-09
127,2.3926846596041828e-11
128,1.0159992080812456e-05
129,0.0006803986834004443
130,0.0026395059058076527
131,0.00021889969253628233
132,0.0006604597694198007
133,0.0007943218121888297
134,2.3031764609072178e-07
135,2.369836790963623e-09
136,0.0006792433129085713
137,5.673980474745778e-06
138,0.0014085912348878859
139,1.607579797987851e-08
140,1.811999467837406e-05
141,9.105319426990801e-11
142,1.0143076755516376e-05
143,4.100966569323376e-06
144,0.0007617987384488528
145,2.6787593484763736e-09
146,0.00034753158711718515
147,9.61222166475755e-06
148,0.0003808226415503457
149,0.000629375414873762
150,0.11626802920850883
151,3.517728199963941e-09
152,0.044677659503786604
153,4.139922106510233e-05
154,0.00032278906481577024
155,3.2228705799934187e-06
156,9.99356953338777e-06
157,5.860345610938986e-07
158,0.0006792433129085713
159,3.2191244749491895e-07
160,9.99210050635908e-06
161,0.0011434196509224122
162,9.676809943347514e-05
163,2.92929538954683e-05
164,0.0019583457480061637
165,4.751265266702787e-10
166,2.059540072153742e-06
167,0.007032759362527151
168,0.000629375414873762
169,0.0006229787524278384
170,9.570419013535077e-05
171,0.0009056283317027426
172,5.152151478227722e-05
173,2.0724322988657474e-05
174,0.00020278484852669483
175,0.11212268067950115
176,0.0008281346785105354
177,0.006730918595304897
178,3.429276824106294e-09
179,5.239919811312473e-06
180,0.0001281609190792302
181,3.3222699798166033e-06
182,0.0013473149270108958
183,2.753275510885331e-05
184,4.271475882645769e-07
185,3.4563169000108467e-07
186,0.0006503121840904372
187,1.005061346764787e-05
188,1.8004362176709602e-09
189,0.001456627787923032
190,7.22071936327201e-07
191,1.0144567978672939e-05
192,1.2664100034631663e-06
193,0.0007457656596582595
194,0.0012521788449623126
195,2.760505786608355e-06
196,2.0648883152516247e-08
197,0.00014007081413423155
198,0.0015772608081744092
199,0.024983750564056335
200,1.4012565215853032e-07
201,3.5871713537445295e-07
202,0.05690505324706696
203,1.892113722933366e-09
204,4.1069743138860984e-05
205,0.0024516560949166912
206,8.683352421068155e-15
207,0.00014533300982637882
208,0.0010247747495227832
209,1.2446463857726148e-07
210,0.0025304716459471936
211,0.00013833873838309623
212,0.021373529718764897
213,3.171259174674787e-07
214,0.02751477713612717
215,0.0013746191534279308
216,0.00287778908901221
217,0.0479682323013144
218,0.0006229787524278384
219,0.0004036230290950036
220,0.0004756641094103379
221,0.0013254043566040669
222,1.7254879426563613e-06
223,0.01336408552181884
224,0.0006229787524278384
225,0.09721689751445536
226,0.009974142682568634
227,0.00016009607958541506
228,1.0463391233521744e-07
229,9.358053799645199e-07
230,0.0003111119220001968
231,6.762043070225396e-07
232,7.605874584187334e-07
233,2.1360836637854587e-07
234,0.007995382836814904
235,1.0669271622805476e-05
236,0.00012218760595371527
237,0.00037656118841794274
238,0.0006604597694198007
239,0.0006495528011003968
240,0.004800311113709765
241,4.271475882645769e-07
242,3.6313286916486055e-11
243,2.5212399087048637e-13
244,1.0121156790379125e-05
245,6.009023823235354e-05
246,9.834029928589516e-08
247,0.08889628068744419
248,5.802761836751944e-05
249,1.6719880416699463e-07
250,2.8193065210697464e-05
251,0.10636148964920669
252,1.6840647124935945e-06
253,1.4294293912462363e-06
254,0.0016527396668250824
255,1.5259015261635145e-07
256,4.56242785256766e-13
257,0.0005185074885873155
258,0.00783412220820351
259,0.0016179553780966691
260,0.0007931532528901699
261,4.368789394430598e-05
262,0.0010247747495227832
263,3.131438536116306e-05
264,0.000629375414873762
265,1.912662075339634e-05
266,7.236262608004148e-09
267,7.982050992096283e-18
268,8.572938541773625e-07
269,6.739178556931785e-05
270,0.00010740433031998412
271,5.203530611098654e-08
272,5.060042716002338e-06
273,5.592166375245467e-06
274,0.0015780965253567123
275,0.002234660375199587
276,4.720194004033421e-10
277,0.0006196844971512925
278,0.013887996092776687
279,8.095520524127781e-08
280,0.0008181109383874794
281,2.9206347425645115e-06
282,6.0844719766184695e-06
283,0.0005953424663022902
284,2.1282670101123868e-07
285,4.164588140324178e-07
286,1.0784051768499594e-12
287,0.0006067537670100682
288,6.410346474905332e-08
289,0.000657265153533099
290,6.919493410080775e-08
