session_id,target
1,0.08690494353267632
2,0.003073649886095053
3,0.0034980749721026105
4,0.09913865656467705
5,0.07452713473694465
6,0.11183463803877038
7,0.04547700546733797
8,0.0006828353539009937
9,0.10653108493760058
10,0.09850594611988792
11,0.09133378888576045
12,0.0606084291191457
13,0.020048453935877918
14,0.0049935953086973715
15,0.02295824079602772
16,0.09434835141187137
17,1.482517673947301e-16
18,0.08737636985614343
19,0.0026813027534297682
20,0.0011593645318521083
21,0.05498304235664521
22,4.7589915928722475e-29
23,7.479964358582218e-05
24,0.06762254225224446
25,0.1158365614575752
26,0.06077926461743287
27,0.07415814996228033
28,0.006484435912915826
29,0.027900825886956433
30,0.031013218598679393
31,1.424714489371512e-15
32,0.06066841925099212
33,0.05845718187055001
34,1.0307154468358287e-34
35,0.10703708558520672
36,1.3054510922785172e-29
37,3.9006646570544225e-06
38,7.215398169736463e-05
39,0.008436884990899137
40,0.0834397560920297
41,0.0011633387876807113
42,0.018818838483859016
43,0.09136160521813062
44,1.072589457789947e-06
45,4.653386819121992e-06
46,0.013644213950990166
47,0.0878958949344113
48,0.041601161679124685
49,0.018344649363448932
50,0.021060104766490593
51,0.07726194114461164
52,0.08736209505002197
53,0.1101600175076356
54,1.5275186603196074e-13
55,0.0013841143854829933
56,0.0625143669378738
57,0.07169992524868267
58,0.000575832740510663
59,0.04540805111935256
60,1.1517809427667256e-10
61,0.008443604602712875
62,0.014857517268410185
63,0.05159436031576248
64,0.039824680031402625
65,0.026087855235891768
66,0.00919899221756852
67,0.06892125370548034
68,0.05334085440487541
69,0.1156888520709746
70,0.11117109115935875
71,3.019827383907803e-07
72,0.051449731615314194
73,0.0313662814787602
74,0.0006856169606369952
75,0.011872483169462489
76,0.014155157715946356
77,1.6899727780122275e-05
78,0.055425579619189494
79,0.11953480100581976
80,0.03917769154192623
81,0.03833040727069153
82,0.17958834484324926
83,0.001891326343943161
84,0.034995224699285725
85,0.001723244980113888
86,0.0024611114482689656
87,0.0006525160081759215
88,0.01192905528156257
89,5.455123624982283e-10
90,0.10586736672054559
91,0.09878181762566166
92,0.09396613763230366
93,0.0070370666695404515
94,0.10230545568058352
95,0.017414322536911348
96,0.0024610960482938085
97,0.06887058814452036
98,3.325486407536718e-13
99,0.00014002453534450295
100,0.03816341967298844
101,0.10238213556400903
102,0.026815721040888123
103,0.10640859214367293
104,0.09751227362540524
105,1.7186280610543485e-30
106,0.10640865983579513
107,0.030502132150490913
108,2.3757811476541818e-11
109,0.022753234037428714
110,5.331695205110117e-20
111,8.576013570377441e-05
112,6.89846744280417e-05
113,0.003983960561925648
114,0.08382532244230191
115,0.029655766955861616
116,2.816601468000914e-26
117,0.09411720078425478
118,4.303821148094412e-15
119,0.06867254390982386
120,0.01849134287834998
121,0.11036586359957158
122,0.00016726128006133774
123,0.07774763526271565
124,7.940583765985963e-07
125,0.07169149980684021
126,0.0016514103055886068
127,0.03507299795527589
128,0.05039180196511845
129,0.07713241685030417
130,0.03183262625714826
131,0.05350814231189816
132,0.060946418568331225
133,0.04653689856405355
134,0.04726898214238139
135,7.612165056087982e-07
136,0.007041124047544814
137,0.08698061022615473
138,0.06260156140678247
139,0.0012707074827983905
140,0.1071740190416264
141,0.0026909919344284927
142,0.0001719879654703082
143,0.013540012620127221
144,0.10617112553791488
145,8.727564633307865e-07
146,0.10449697306815807
147,0.06906227233017267
148,0.11614985171264168
149,0.011973533683280349
150,0.009211750796161282
151,0.013611998799562416
152,0.11380846766126802
153,0.10645775499162316
154,0.038171065769243576
155,0.07774469955164257
156,0.00028407144196413553
157,0.007739257157205649
158,0.01920454612443255
159,0.019162028830268484
160,0.0077385417334468135
161,0.11113628923541435
162,0.00796775567815465
163,0.0013221796182039441
164,0.11126820682802833
165,3.7175077470098027e-13
166,0.002575650794876857
167,0.1160599773040407
168,0.03237974059650146
169,0.11076826807625939
170,0.09803940375020381
171,0.11096526546866739
172,5.081759854331254e-07
173,1.744911838029732e-05
174,8.174544876233728e-05
175,0.08738145515692783
176,0.004765015132003774
177,0.0017251802674191354
178,1.6808654931586848e-06
179,0.00953132486143535
180,0.018493459236672907
181,0.07172024270930405
182,0.014262603423710102
183,0.01682876122825175
184,0.011904157093902776
185,0.05770710620375682
186,0.05375503946091993
187,0.021996111458503272
188,0.014821147372463001
189,0.03836579505200427
190,0.0014424189451504052
191,0.10282314614656203
192,7.035960807426775e-05
193,0.014182534340303072
194,0.0025741775688472713
195,0.10728024177800247
196,1.3465365404672148e-05
197,0.00028181681888456075
198,0.03251696813177132
199,0.11046608205167925
200,0.01242607141855367
201,3.261297721935203e-05
202,0.033705037151829854
203,0.021914869494542355
204,0.060455264684449964
205,0.06028401816649231
206,1.6200539708357283e-29
207,0.1154019918662698
208,0.01251569965836164
209,0.09007654098224616
210,0.019133467008769472
211,0.0013085504420575938
212,1.7968310270123565e-25
213,0.1060793783339513
214,6.878332608387109e-15
215,0.005452278704041422
216,0.08089094929475603
217,0.1011904741361391
218,0.11076826807625939
219,0.04164207043957514
220,4.840143160153281e-06
221,1.3580357344259934e-08
222,1.4163546568290997e-07
223,0.1156009579998128
224,0.11076826807625939
225,0.03213139980616411
226,0.06485028976229447
227,0.11501365243254341
228,2.646721738825794e-10
229,0.10033069650778628
230,0.037540223463463744
231,2.7299204941788094e-34
232,0.001453249512615596
233,0.10712025175256819
234,0.001443138140580585
235,0.1191489423358905
236,0.007387361144556357
237,0.11128973644478318
238,0.03671200346706937
239,0.051568201237277275
240,7.234007354553388e-20
241,0.024889459269008634
242,0.06282150975525026
243,2.5587553406946913e-18
244,0.06902864584845886
245,0.09420039868243472
246,0.0017260529709176354
247,0.011458545264079804
248,0.03672302976182501
249,0.05587994569517901
250,0.08775386825465772
251,0.012516200955995713
252,0.0880535918520521
253,0.011971717725721493
254,0.002451184179835921
255,0.0878697164161662
256,8.653425316799165e-29
257,0.006190408691133245
258,0.0003673625964725882
259,9.762473119685324e-05
260,0.10935404780370328
261,0.045036329543631896
262,0.011468942087509003
263,0.049209696180786335
264,1.6092008968792503e-05
265,0.06895211724149515
266,1.8723332527401973e-08
267,0.09832990070184322
268,0.006177660705914295
269,0.0014429909186296382
270,1.2302822769195573e-34
271,0.055313799360580125
272,0.0001990861597386942
273,3.4098747880919997e-32
274,0.08403650214732905
275,0.04907770974270376
276,0.006201112262659194
277,0.11179272831548188
278,0.005884034434148552
279,3.7437907081886957e-13
280,0.11104595325899613
281,4.675068637392516e-29
282,0.17890199760872913
283,0.04514917205502726
284,0.002148140256546015
285,6.168357962477282e-08
286,2.5020464945676336e-13
287,0.09911476682492283
288,1.459829230866104e-25
289,0.12077457982743069
290,0.05150133264600458
291,0.023977311311418465
292,0.030510477781725786
293,0.10285062308613165
294,0.005641164893851769
295,0.05609706136565317
296,3.101618052659391e-05
297,0.0992559213909386
298,4.1182156439957948e-22
299,4.513593027491018e-36
300,0.041822841518232075
301,0.030971205855574852
302,0.023918512786265847
303,2.5137889558850195e-35
304,0.09471315638672255
305,0.06543813394542647
306,0.0004954227006784363
307,0.034858329979643915
308,0.002158217863962899
309,0.1110168443253049
310,9.823422965197095e-05
311,0.007016578131385787
312,0.04886843071859542
313,0.00011981314656249025
314,0.1107048588763856
315,5.0562722426377984e-05
316,1.9407301630415645e-07
317,2.9824614449704665e-06
318,0.026083030104368427
319,0.001979319103515986
320,0.000158878117499053
321,0.0006235585204791219
322,0.046785229842874865
323,0.10468350035058384
324,0.05115538933961708
325,0.026054589580804123
326,0.046956347193752426
327,5.413889677814987e-10
328,0.10260776804861063
329,0.0005508828488353003
330,7.743755867164796e-07
331,0.11921160625541141
332,0.10703755599531142
333,0.11589442466564516
334,5.468629528201391e-25
335,0.10237095040540635
336,0.11001259501802457
337,0.09840451395788154
338,0.11429183311504244
339,5.1967290941319924e-05
340,0.0025741106505093756
341,0.0007783073808236646
342,4.288594186074085e-07
343,0.11054555605125278
344,0.07751355071365636
345,0.0007486614802726635
346,0.0019762689619116985
347,0.09881761248903471
348,0.04894345947456149
349,5.542610526194469e-12
350,0.09866897894676772
351,0.03497379341429531
352,0.17787728437558273
353,0.09733279386286452
354,0.003207649968701355
355,0.11929783809800365
356,0.013035501020297291
357,0.058221394385492516
358,0.0006005950916657391
359,0.02358498299680973
360,0.05148717509178796
361,0.09535194753681843
362,0.022002104450192236
363,0.00016643009854008296
364,0.09863562283712407
365,0.04244688444898828
366,2.0690815895597643e-32
367,0.004760434888318277
368,0.1026050843948379
369,0.06569305646002155
370,0.0322314204754566
371,0.060946418568331225
372,0.05379646989410489
373,0.0017320089259660891
374,1.6198490069425433e-14
375,0.04675956691430142
376,0.10302011907989404
377,0.058088375980679834
378,0.0035024430196415927
379,0.003357543536391408
380,0.050168256733896556
381,0.11065677222238834
382,0.00022681449321290535
383,8.033504096723583e-24
384,2.7450803167425925e-06
385,0.11617337724162931
386,0.017527029653072193
387,0.07434474544780859
388,0.07092975555268197
389,0.002688137142594939
390,0.0002792459496134612
391,0.0004017761563440578
392,0.09921506927976746
393,0.020196415807901803
394,0.006199716861325008
395,0.10661453197087316
396,0.011856516843356816
397,6.309629580629472e-19
398,0.115627449034011
